department,salary,years,performance,training_hours,attrition
HR,65509.032008363036,14,4.484553926071227,51.71256280815448,0
IT,37575.46963894555,23,2.085297969749879,39.785154735828456,0
IT,107771.0884008529,0,1.930137591838693,58.66696302081537,1
IT,110787.95023790473,18,2.6470294835615733,61.51010953041231,0
Sales,68324.55508299192,9,3.23144093816564,23.346289985119917,0
Finance,48595.88960860975,23,2.7765240348369202,31.114903998729268,0
HR,97931.98007484234,20,4.734970511506084,56.29976878686993,0
IT,34366.316627939144,16,2.373528769016158,5.328495446154529,0
IT,47086.4587110447,20,1.2540453056658993,16.07804939562314,0
IT,93687.72865606548,3,4.35465203788714,28.875435483499786,0
Finance,36339.411200020666,11,2.9584613776673856,33.615261070120084,0
Sales,118205.10090945424,1,3.2140032169166,39.32558147764624,0
IT,43922.22392412143,15,3.7385747174856294,37.84235668210583,0
Sales,115267.04502211469,11,1.0067819418964126,78.16019211512257,0
Sales,92278.12610675592,0,2.0609063734351256,64.00796916386938,1
Finance,74852.45572243037,24,3.632081843263893,21.380603974570835,0
HR,42133.4880765509,23,4.918056372603612,43.99604072887325,0
HR,79791.2097980252,2,3.4118953773771445,76.39828154102123,0
HR,58996.15449582928,2,1.2294227878262132,13.500252356964246,1
IT,47145.68633628439,3,3.8058856525894544,43.503476615066106,0
IT,114952.45471381037,1,2.3303022966604687,44.57681705691804,1
HR,81575.66159222319,12,3.4990253321652034,60.102793694958805,0
IT,77909.80676335652,18,2.3683479988181877,62.29370636000971,0
HR,115344.71303223545,9,3.460769000066511,68.98920736199902,0
HR,32433.62195446857,7,3.7988808640417173,54.5056459264074,0
Sales,80879.56107576354,24,4.937478751114432,19.931329144608227,0
HR,110910.42155451627,4,2.308787344249736,21.899530743941167,0
HR,42995.939419734466,0,3.7334129675261467,77.65444958173293,0
Sales,69187.36315967469,15,2.7834708122631286,4.347800371276982,0
IT,70810.95805972727,18,1.780612157973482,62.996871411347314,0
Finance,78203.85504873811,10,4.904115089758006,3.7697863012907007,0
Sales,70220.85575514566,13,1.1312788672667828,47.80842949712007,0
Sales,116625.00560661872,22,2.389636799215796,29.5606314665938,0
Finance,83527.46476421226,15,1.4769121291822902,19.339447356223893,0
HR,50961.74141623012,3,3.6579667766945163,75.96289796202682,0
HR,58697.34606311348,3,1.6165486328950949,20.629667912853094,0
HR,113904.82291681842,24,1.7572700030268757,52.370106013253036,0
HR,84975.98066982182,14,1.2102654141912734,31.565911964388764,0
Sales,74309.39328333695,12,3.688066359116056,66.14148983543154,0
Finance,94012.25118734721,22,4.967562979741629,0.012850657342422522,0
Finance,70069.6056368597,24,3.466837244068386,52.734412061933824,0
HR,79522.72866444002,23,1.7974684939643035,32.55581713146113,0
Finance,101372.50161310776,23,3.9354846268080235,61.40937275390782,0
Finance,44877.308857726945,9,1.6086680207272144,20.9325213254036,0
HR,104108.09177039878,16,4.175377716348731,18.711043930613272,0
Finance,33360.49462424208,20,3.331128260055116,45.17116754283673,0
HR,67088.10859231881,14,3.1118741073219782,38.73232611527064,0
IT,64050.66656555424,24,3.8470467599741482,0.003148277038116376,0
Sales,43534.074673427174,12,3.8004306311750136,28.514271006730006,0
HR,71717.45159922636,18,3.355585805760129,76.82151151942817,0
Sales,110968.91071642586,17,4.830218360565647,7.610637648631355,0
Finance,88223.0732474359,7,4.789617341420513,1.641642387981852,0
Finance,48128.875050233604,16,4.994721530101886,11.764032703179979,0
Sales,102864.84050788086,0,1.3922612922923396,4.153534048622287,1
HR,35729.23733242603,9,1.0041856557744144,30.375124055923386,0
Sales,50610.12357434942,0,1.271874044073245,63.53205942614487,1
HR,78556.14288785227,10,1.6220220876040305,12.01154068117468,0
Finance,54667.9083724817,2,4.410822829341875,20.51561405777968,0
IT,104512.23322780231,5,3.0202508475321665,13.958299956205984,0
HR,63489.831941279364,6,3.52242831226749,29.22869326279475,0
HR,84877.4047362543,1,4.383613128699402,26.246180700684167,0
Sales,68249.37956986003,5,1.5464594640067961,39.03215939658527,0
Finance,39414.59568746298,11,3.332160813095021,56.93107894628724,0
Sales,49225.374024100136,6,3.3763020244565642,54.01039710269182,0
Finance,119096.43352760609,11,1.5468219281279816,33.915075880183004,0
HR,57426.51466744229,7,4.110569513360269,74.32067360652621,0
IT,102320.01647209156,6,2.065831857713117,78.93316109533322,0
IT,75190.61475179848,9,2.4438115924779105,26.531143516153584,0
Finance,73975.6122669615,24,3.019665353918393,58.987069380409935,0
Finance,38007.15081981086,18,1.6361090190878746,41.4576869807249,0
Finance,101109.19055116359,2,3.7002571886086573,15.5597398315581,0
Finance,62837.93480584012,12,1.9852993390005351,67.47375668039975,0
HR,55046.77758863713,19,4.4582489829182395,73.9149483550396,0
HR,70129.44177710116,3,1.829319078801603,50.85205381169489,0
Finance,63746.22448333756,16,2.6797222314298055,22.68674341172627,0
Finance,58564.727897699144,1,1.259173956125093,70.38726733978544,1
Sales,104767.95457062982,13,4.705684805932545,7.517815653060094,0
IT,82623.87717945038,16,4.853398973739166,28.054523946872933,0
Finance,33672.92202197118,17,1.4005314066664134,78.12768442842008,0
IT,53372.19983366686,24,3.430774100162409,36.560397885563376,0
Finance,96254.93040721318,5,3.5941839838028207,11.901274483630715,0
Sales,106506.56088389245,24,3.4592089976700415,69.39217168583846,0
IT,102092.83039728535,5,2.389354883139844,11.547229199715856,0
HR,97876.67779199469,4,3.805663723896521,74.77487568085247,0
IT,56623.850187910546,16,4.007213983005916,49.08642294091179,0
HR,103560.0923263002,9,2.5277078114050546,3.4428906389256664,0
HR,47582.76519040443,8,2.380163855926841,4.389839166599545,0
IT,75574.78371790172,3,2.750087009790846,27.859656629797396,0
HR,103009.93764409305,16,3.4920524396218013,63.3881256184719,0
Sales,37121.365909237764,20,3.8966397959257253,71.7351342039916,0
Finance,31979.03443125742,23,1.1896287091049693,64.40837611961618,0
Finance,42653.47116014641,7,2.694770971201519,43.926350279706085,0
Finance,105341.90370566331,7,1.9231184218936503,38.2543690619,0
Sales,119526.60682625246,3,4.467212786306131,25.420028050029373,0
Sales,109862.06479824899,3,1.1702504663269457,60.35268568611387,0
HR,118071.7751444285,23,1.2244692644367632,20.446311554893892,0
Sales,54012.90471356177,8,2.52628105913545,1.8422778632176051,0
IT,92610.864069887,5,2.3549017790357785,10.764408018129119,0
Finance,93551.53788586595,14,4.703506599658665,27.874225287661865,0
HR,99463.43018242093,1,3.5795131065412282,64.0948693672256,0
Sales,60675.90291976393,17,2.206248222220047,30.043942404142676,0
Finance,98066.03409093965,5,4.4678933196987085,30.9280123745146,0
IT,90150.86610269142,17,4.449642760672914,10.451415913956001,0
HR,77172.65368652689,4,4.715374478543554,68.42668357646089,0
IT,61899.36189389271,15,3.516436022278039,72.88467340387702,0
Sales,45770.94201421255,21,3.085110985959996,32.709713399232626,0
HR,92178.90516810631,13,4.0924490582665705,25.272328503368175,0
HR,118252.66060920506,18,2.709171158564206,10.84787611530115,0
IT,81100.06616712833,4,1.5390289740354413,56.00752440122979,0
Finance,61560.86554977931,3,3.252539021741583,50.65468401718885,0
Finance,113665.40758960201,4,3.3054711765727744,79.64032338717058,0
HR,30202.948846247287,22,3.6869409516832214,46.190266156979824,0
IT,53106.27728708084,7,3.3456992108146673,78.15322713684246,0
HR,35160.36925067081,20,4.892185323962154,5.232117553906281,0
HR,57340.17910525889,16,4.557653239152883,11.94030204765288,0
IT,103269.07039019484,19,3.2929454493840193,29.20751937045207,0
IT,91940.05253184796,23,4.320548047233668,48.55597316244289,0
Sales,48117.648447990156,16,1.019227804052496,43.21838273830505,0
IT,62126.36440560415,7,4.856663632629697,54.90055720698544,0
Finance,90630.5300458096,3,4.887978802121237,50.05800300134263,0
Finance,78075.73106353982,11,1.573409542462593,66.54511953896866,0
IT,38843.75629885327,23,2.24991753436756,3.4987903673266185,0
Sales,72663.38513587732,3,3.9719353331954994,17.74337931178423,0
HR,91569.4543842567,23,2.3517243998303092,35.327863184339414,0
HR,85360.19783103498,14,4.809652348361042,47.921256324281984,0
Sales,90387.35768279407,12,3.189190608403641,28.96871199718463,0
Finance,48902.293010383,7,2.9663122544124385,47.182995397380296,0
HR,69880.78877577584,12,3.5359680693389075,16.466591440362226,0
Finance,48868.184719321165,4,2.464973964922985,70.9071019178111,0
Finance,65733.1210906371,2,2.158125932678687,44.92880349795534,1
Sales,70995.58548696115,11,2.593054633314157,64.61915840029553,0
Finance,30534.348112789514,9,1.9483476701121547,22.271550460213845,0
HR,81638.02156337746,19,3.231170427666585,16.59557559502022,0
IT,32294.710963472775,3,1.9295470823113559,30.182788163023755,0
Finance,50351.054957065484,0,2.4226177968575957,68.16297521232437,1
HR,82958.27330948593,10,2.80199958068551,54.20307026853527,0
HR,102740.4135364285,11,4.486394973362038,59.782844253556355,0
Finance,105736.01096340638,13,2.273031737753806,73.20782856465952,0
Sales,117853.20042998884,11,4.067295083257752,11.808912618389478,0
IT,97348.31746900115,19,2.7409063803074085,29.199131542833186,0
HR,119832.21918192622,18,4.942229069937204,18.17669684812456,0
Finance,74621.11444756252,19,1.2168283784140614,50.51938548050742,0
HR,108343.43147319011,7,4.743372057587464,22.531112057070246,0
Sales,113415.09851802468,1,1.423713976700765,65.38045833472883,1
Sales,70899.85930636169,2,4.980061702063755,18.670871825069682,0
Sales,100908.31162186386,12,3.5168132783540087,21.445853663883938,0
Finance,112945.80973135433,21,1.2645136347110038,29.471624073706842,0
HR,98370.78325926176,4,3.162426099919402,64.18294785533531,0
Finance,31231.079026524047,10,3.171025294907567,7.386786712049069,0
Sales,106742.50538084524,16,1.1757733704286841,29.66861581737586,0
HR,40716.74407122905,24,1.424894476270759,57.05818175289131,0
HR,65021.87120134677,4,4.651346543565396,63.96588464833481,0
IT,37956.394788132246,10,1.08706735881759,65.06957999001072,0
Finance,100236.59403935193,13,1.9376864075344957,4.547411037124611,0
Sales,114405.25166924234,14,1.8410734443841061,24.401245551446358,0
IT,61396.302345745746,18,2.283297954765309,9.347681142247808,0
Sales,66248.07406977413,1,4.898812739148111,34.70581956533725,0
Finance,59262.84124682844,21,3.5052722976319077,14.11383937273115,0
Sales,70828.5536869943,14,1.3572828225513853,61.18895896663779,0
HR,105165.98778085691,13,1.574439251466683,13.639461924248186,0
HR,48796.12927475856,21,1.0983902064891504,12.512098412453003,0
Sales,50322.119447395504,24,4.854827353637033,61.3687452774527,0
HR,90328.3327783047,7,3.1472727777356204,5.83706861992586,0
IT,46357.11174261181,24,4.228111382113179,1.2901670191290382,0
HR,43969.12116503652,13,1.6948930216700577,53.19563473708753,0
HR,67151.69351902517,10,1.728441187821808,22.571998370754017,0
Finance,53446.38843483574,12,1.24065773784465,24.530949078936874,0
IT,85313.23390515285,19,2.146283178650616,5.6550217136979875,0
IT,77144.73711125435,18,3.640531459754796,16.251873040869995,0
Sales,71092.25774603373,4,1.2129399022428635,26.27698693228581,0
Finance,107654.08005365732,7,1.7542423369352043,16.116238006120078,0
Finance,109467.24011488011,4,3.147662290291565,54.56115568577434,0
Sales,98764.32719298403,24,4.3288156682343395,10.276447723573847,0
HR,56935.67552873524,23,1.94946850453527,48.72332595614401,0
HR,113570.16468422482,12,2.051884842640656,15.651389446225705,0
IT,95749.27744688555,7,2.3605417189433173,26.74148860956663,0
Finance,104125.44366514363,3,2.5791268959917466,43.19073609603676,0
Finance,119466.15313712473,9,1.4765311532453058,68.70503365302747,0
HR,107618.5862418627,20,2.6567040477537662,79.51813611637267,0
Finance,71705.96261013088,18,1.5255521665662153,54.07921119655013,0
HR,35568.08558365314,5,3.106004024723421,72.9256482353923,0
HR,51958.1963755186,15,2.7869727543641036,33.89974171041568,0
HR,94768.23740484142,15,4.765228109261065,64.13999584648496,0
Finance,48115.19179808836,8,3.7057901495047894,0.8835375241907428,0
Finance,35393.254471742744,10,3.871752938044308,76.77985360044404,0
Sales,63244.75245169055,24,2.7129788208200094,11.781680803124202,0
Finance,85919.67697315695,0,1.4055439655859838,9.290454687251835,1
HR,83764.9692321468,4,2.5774684289757723,18.166652594280023,0
HR,36159.10416201287,8,3.9442314582294196,21.293005440252664,0
Finance,98999.6341971177,17,2.50858597367332,25.371262483463664,0
HR,86872.1332417189,13,2.752559081453438,10.652689828266002,0
Finance,60104.84206961254,20,2.271296217686836,31.416447826756794,0
Sales,68383.00863992173,0,3.3816835297241234,14.65994310055339,0
HR,59963.56123566969,8,4.075728121609725,6.249902197594492,0
Finance,31234.9524466976,20,2.7940824403711044,14.789617996180215,0
IT,42835.99080482664,11,3.135958995812999,16.384870940527172,0
HR,43105.82024066521,2,4.11981524102659,33.47998045667238,0
Sales,109814.54974741375,5,3.0031655708687364,19.408211620003577,0
HR,83058.71174529303,3,2.6362100675236597,58.8786118994043,0
HR,46395.17443523857,0,2.8132478638960157,40.506246094688834,0
Sales,110658.0237205028,8,1.228092097689137,75.7976954665999,0
Finance,43882.614347129755,4,1.8925465569213116,10.606994944395156,0
Finance,82963.0299976443,18,3.302380985386243,3.510944958000497,0
HR,56626.6941898378,4,1.2337625743720713,35.05676509580909,0
Sales,34223.40560021578,9,1.7111580049644322,20.338136367469836,0
HR,37299.4361382591,0,2.8057433715820306,4.3923173811433,0
Finance,71954.59148374398,7,4.8863288620948335,0.1878823647911787,0
Finance,58675.37384076091,24,2.000642333643918,18.878064482106083,0
IT,58998.177857995484,24,4.987802082376217,14.822046799702537,0
IT,74638.06202265945,23,3.574791816359023,46.86250681228101,0
Sales,118451.16565483843,21,1.6739228177574095,14.7248050932863,0
HR,119410.9973960685,16,2.1270141527132274,66.14023429487814,0
Sales,67035.56684459157,19,3.0377804768314753,3.738963995127742,0
HR,36980.12506461372,20,2.0311996635818605,36.50722345867442,0
Sales,76790.74446218807,3,3.2387911726555547,49.48670229990918,0
Sales,90847.15742966224,7,1.5885762467180085,79.0686015986821,0
HR,45447.15702149787,3,2.1495578439710874,26.284410948973065,0
Sales,52461.55158578343,1,3.194963817453965,19.275314318912244,0
Sales,78634.29084600451,10,2.3532693990294518,22.254232165184852,0
HR,114677.91016630485,24,4.228413987139629,46.04751749032995,0
Finance,115357.97893612686,10,4.713924624325834,65.55814808350551,0
Finance,52364.19014854101,24,4.606781447525906,74.34743722750292,0
Finance,85304.34255531209,15,1.5376216130119649,7.7858711801641345,0
Sales,47909.791500414474,1,1.5623925602559332,45.552869378684385,1
Sales,52237.0562833539,19,4.6294068726600575,15.311074566443086,0
Sales,107097.05345849886,15,3.7008338839547603,39.30415520117916,0
HR,118906.19178389045,13,4.322218546482153,16.670432171087004,0
HR,37994.95810569875,23,4.675603559214286,78.13433088932473,0
HR,67927.03030463759,6,2.499327127086776,2.6012314339069853,0
Sales,92524.79758064364,11,4.861485478915242,55.295317644754334,0
Sales,95089.11127955059,2,2.6429675344739465,11.800734760157567,0
Sales,98940.34341101606,6,1.4077038377880497,31.57075385771595,0
Finance,72594.60135419879,7,1.2280104164352137,37.739443172919735,0
HR,116075.6174402847,19,2.844613385390474,40.9277326480417,0
Finance,43390.32998699692,3,3.9961773901304105,26.588390878751316,0
IT,77507.87320267194,16,4.678164865222018,9.915364292877342,0
Finance,33958.613017622316,10,2.935216742751908,59.38664872975252,0
Sales,64525.98851273637,15,3.0739805969759533,40.16260647430428,0
Sales,37482.16623820765,18,1.2747671130132976,41.941644645838835,0
HR,57652.03163747488,14,2.9707483335619025,23.54266853855784,0
Finance,111430.77896583713,6,3.4896186339607183,61.03382720511146,0
IT,113268.77666882807,6,2.8328634399638695,11.597794181398475,0
Finance,48591.76965875972,0,3.8991159148942662,19.36369451681533,0
Finance,107636.34489609182,2,3.2548958865700985,37.66331776136422,0
Sales,82389.51636537592,18,1.7630519084903926,55.48549872495404,0
Finance,45036.29590103469,10,1.7953457212396695,44.69021134016742,0
Sales,82306.61355754518,1,4.1102612041828515,32.802357689097796,0
IT,57350.538136272764,9,4.272995998667479,5.773035817286036,0
Finance,44283.00427680802,23,2.0511243403531254,68.68361514934807,0
Sales,98625.4200562116,18,1.934182296953391,53.57324719229929,0
HR,103464.648326622,3,4.6791613503940885,56.658316378498164,0
HR,85849.90343526202,13,4.621264224790477,35.292996195405905,0
IT,74841.1159382448,13,4.4256705009183595,77.65465535970006,0
Finance,54209.94297149175,21,1.6193880867833568,77.95822834047632,0
Sales,62525.58023514335,16,4.026598115900906,12.416068436959087,0
Sales,111664.24660087719,6,1.4155249858642645,50.866062365323174,0
Sales,95892.18582025057,23,3.129911357955767,67.9445713494899,0
Sales,117726.05781101799,21,4.791087745289589,25.06118664952977,0
Finance,94436.9404635069,22,2.305236663187688,54.064210117454564,0
HR,68602.81889404477,13,1.4177606187278124,60.73940770430723,0
HR,76395.60973195019,22,1.6383310952856465,44.341660753545085,0
HR,101096.41728016688,8,3.2418823385808206,25.371809626785158,0
Sales,106147.39170325965,21,3.1424734790825153,56.490934765334,0
HR,108300.79777484253,7,1.0270579053360844,1.2897127879296377,0
HR,90882.99446376422,14,1.9145880009514218,24.294486875771817,0
Finance,70828.72768300585,9,3.879002461783387,70.9322115811558,0
Sales,107244.40703658848,1,3.6714766660333695,14.59258008532232,0
Finance,50908.93267101332,22,4.95929226561319,34.18086084989451,0
IT,77976.99490875188,4,2.0462599920371134,17.83413242874974,0
IT,102277.85375998552,22,3.5377712119155413,51.614619745842376,0
HR,82785.83359983616,22,4.2858740490466705,25.581481734151108,0
HR,60553.17342714225,3,1.0306876453462421,19.358371850392295,0
HR,76319.96251359119,1,4.623071035234462,47.89458489615551,0
HR,83704.44991861889,5,2.761609134606735,51.869952001159206,0
IT,105429.00424268209,9,1.2647461217138,42.66276610648012,0
Sales,99239.03435352643,10,2.8376256989698043,67.06320245283099,0
HR,68974.11892067373,3,4.290680619198172,19.989275948668627,0
HR,74712.46054493482,12,2.7321978020134314,28.49259222789857,0
HR,49142.42817218028,4,2.769109905546703,24.8951843445224,0
IT,43565.835251526645,11,2.817823948937118,20.035297774815113,0
IT,38430.91809184964,10,3.3728845046918217,21.94461709471466,0
Finance,95880.21065029962,14,1.8568067365982528,0.11419450908247697,0
IT,38985.3401980264,2,2.1507760495052963,45.743876142226306,1
IT,33197.37680128547,3,3.1234314986243588,17.73492463093011,0
Sales,114991.85799035925,16,1.447749391449133,24.396018615542694,0
HR,94765.42346582582,14,2.3246967303912265,24.869625624451963,0
Finance,89443.78680875621,1,3.499023653957317,71.58072255081593,0
Finance,76690.93110918513,8,4.273847271422808,54.25959016400278,0
Finance,67339.41277664337,10,2.521678763256085,5.95450119900816,0
HR,53349.06323648244,22,4.445889212928478,13.514068490644124,0
HR,72877.69492784489,20,4.18647452591499,17.343500741076802,0
HR,48995.80122509813,5,2.5702900505684227,63.69437255085135,0
Sales,49814.075314512826,14,3.6991701092473894,52.026598342203975,0
Sales,107200.82883967327,22,3.5116486663880204,15.014707380856809,0
IT,55686.19986274121,9,2.1854968471636993,19.93334987774137,0
Sales,49573.28044008423,4,3.341902793422066,54.51084633411878,0
Sales,82749.67783020681,21,3.931847084447373,72.29158303548022,0
Sales,40767.748997848736,8,1.9594178642848061,26.453481264924132,0
IT,65379.66934494625,14,4.448056348030644,70.48931830034424,0
Sales,43359.86448479747,0,2.375146467943959,28.2936527129879,1
IT,90668.65221559256,22,2.4196515389359203,19.375523350912445,0
HR,67926.89814332548,14,3.172877519844866,2.41767419004284,0
IT,96802.46758335383,20,2.865248501393864,67.73887855913779,0
Sales,52967.35470186929,17,1.3579561618530365,71.74882260281765,0
Sales,95293.73274044562,2,3.688941655116764,31.6150412333689,0
HR,62659.64557220859,11,1.4592724107822588,17.584200662193545,0
IT,91313.59282299294,12,4.347563447258528,55.48133257049077,0
IT,42966.76243831905,21,1.6682311528295766,24.034125514831636,0
Finance,42921.92332242639,23,1.702877831130725,77.75016433134574,0
IT,112737.22507892075,3,2.280809321821766,36.95225155433719,0
HR,89693.41172370943,21,2.3266851422369235,51.55136497657054,0
Sales,68627.68274618074,9,1.5359746852121674,25.00807074294783,0
IT,46175.82998993427,13,3.474463161596045,70.7539135167953,0
HR,118736.53056837697,24,4.436056253245541,45.08970477242848,0
HR,63460.15182497378,20,1.3318903378108735,39.03381785880175,0
HR,36504.81245249008,23,1.349787843652444,63.727508821637954,0
Sales,119380.75856795728,1,3.0168408084409446,16.989730010974114,0
Finance,32492.43218892215,6,4.104576170491923,21.211829003591784,0
HR,33581.21460753372,19,1.139219858763025,26.17532833970759,0
Sales,113161.43207100753,1,3.9098082655536,3.4955709882890496,0
HR,117424.05150235248,5,2.419496473542721,7.846397179197453,0
HR,106792.10511137628,1,3.1994879712111057,43.071783566624916,0
HR,78000.66415623049,10,4.823994901546916,55.82606365890837,0
IT,110127.31075872917,10,4.131939453466414,35.05562175788428,0
IT,87316.78408795656,2,4.744395857204461,11.155035547386243,0
Finance,95822.25550211115,18,3.6615855606794834,76.57438145803201,0
HR,67390.55587914962,23,1.7155158789279512,53.90523407481816,0
IT,67381.7117983796,6,1.8711531857464516,7.029401171868539,0
Sales,42395.238293234914,11,4.5410532718188,27.96957747038484,0
Finance,47231.32161658375,3,2.7114183070527216,56.685667181732065,0
Sales,83415.39492800305,13,2.9934449229236777,10.006729586244063,0
Sales,69237.70642820085,0,2.9831175992124463,51.68967897150153,0
Sales,44083.784869337076,0,3.2724444231950613,59.60263001540884,0
IT,38055.85463960299,10,1.7409049104133758,71.15028765485239,0
Finance,45230.865393033266,16,4.729683406316432,46.91532311942232,0
HR,30057.311935634007,14,2.740987938175589,29.639545326217274,0
Sales,110014.34115040726,1,4.632680790485601,67.375161068199,0
Finance,101066.02354006023,2,4.957196145567156,18.88961274472651,0
Finance,59178.3611531809,16,2.655369020444534,6.104417492367036,0
HR,36399.783435228055,11,3.6401262511543666,19.336043146773747,0
Sales,61031.09603309293,1,4.699430055550163,58.062441319592544,0
Finance,36673.810971604544,6,4.472872190929194,70.49512384124802,0
IT,73812.93612701235,17,2.3289089470823985,66.33232794334154,0
Finance,69163.58600638379,4,1.5030541459176985,11.940660960409177,0
HR,43565.279301049,23,3.761746723556969,32.00681903812595,0
IT,45757.418503363406,21,4.740863431511258,45.927563869850346,0
Finance,94490.79642989021,21,3.1420619041749456,59.407970889716076,0
Sales,77248.84251885075,17,3.741805348575698,14.95984576596812,0
IT,74712.00523397568,5,3.761721262958297,52.585482372387666,0
Sales,106472.42716494917,4,2.929504670824783,50.284019406065056,0
Sales,58543.658887767066,8,1.7840675083218414,25.064585863813484,0
Sales,53808.54175456417,9,4.548896691242298,7.437506199268755,0
Finance,82445.03929787283,23,2.548285666815103,56.45154564585265,0
IT,78213.13011217769,4,3.247691556764229,15.74822669289425,0
HR,108554.41166195551,22,3.7053493130369146,72.55561837605684,0
IT,65402.90155935437,8,4.136937469928466,28.589679656208816,0
Sales,98018.66285229145,19,2.1858813871127376,70.2808442585678,0
HR,96095.69419339618,1,2.166265013897326,70.70023488969161,1
Sales,106786.02008575192,9,2.0061536689632025,65.5038813901547,0
HR,57748.178550600795,3,1.4361767906748195,48.00651446385767,0
Sales,59735.80908095639,14,3.6417657194175748,13.093068586685739,0
Sales,48558.112293158236,0,2.9211752504697817,69.12224308149077,0
Sales,94816.08514206178,8,3.7998297952245834,31.719924556459915,0
IT,99940.29942760638,11,4.479338896570874,56.280598947348594,0
Finance,98102.88935771004,11,3.870730067443599,58.46229891508537,0
HR,82394.68201682848,16,4.936077868595536,6.372177027411068,0
IT,56451.848443011055,15,1.9364843779035383,6.5618757440740705,0
Sales,40375.919947824834,3,2.2190302244358726,7.972951777940995,0
IT,82712.77511844292,4,3.8765039784553643,66.04026902876512,0
HR,94201.48492009034,23,4.906999824748917,17.073050332068345,0
HR,41818.597373170414,13,1.7828455922458915,27.43600931424247,0
Sales,78994.35897335951,21,1.6834137897365054,2.590530531411055,0
Finance,114831.36099770427,15,3.6372696267415674,35.74918216657289,0
Finance,31955.534830762575,7,4.769951700348115,43.57499605299317,0
Finance,96069.30187654962,3,4.562450871649643,55.25204155424126,0
Finance,75478.09708932391,9,1.576847560936725,61.2626385936551,0
Sales,101342.60725765814,16,4.79256456141094,53.67561565105006,0
HR,111705.04886380082,9,3.899356883526523,72.57345010194297,0
HR,81203.09166974734,2,3.592620087267877,61.15870799412512,0
Finance,30753.1081527251,5,2.048541822384584,57.649576443592245,0
Finance,56107.74696891867,5,3.2037644686710833,26.907377638142762,0
Sales,76328.30411228086,5,1.1243025474247892,16.77188961517894,0
Sales,111000.7737590661,2,4.358290421686952,43.499855754202564,0
HR,106319.32053544134,11,1.4031166552027736,0.9106573294985587,0
Sales,78136.67021200704,21,1.1602794295819927,45.21628358223502,0
IT,113581.55752156457,17,1.6611987507011423,77.03491016761701,0
Sales,67045.35646349704,5,2.045751053458799,74.96371991940788,0
Sales,35744.3903926582,9,2.5241058457944523,48.13502206230555,0
IT,61542.19690687989,9,4.520081308241046,4.374299027769695,0
Sales,44577.616665594614,20,4.996298669751239,50.40101680468189,0
HR,93037.50331894172,16,2.2460916396163313,31.74381383408302,0
Sales,110318.0240866915,5,3.7167529484521746,67.43966172204254,0
HR,84357.7843738267,0,2.653564736831232,73.69288029898664,0
IT,41815.71341006602,8,3.8133729686219215,5.178773145942079,0
HR,44225.51206242127,14,1.690693357426854,72.334182901514,0
Sales,47891.84198923693,18,4.57111684869177,4.305812352261018,0
Sales,73175.17574460118,8,2.8089538639571883,8.161415030840775,0
Sales,62880.59029310746,6,2.9794447945048375,35.79832169774847,0
Finance,119079.55342909029,10,3.164861065653667,41.840561515846275,0
IT,76765.27664240118,4,1.7788822748961204,27.59744279710852,0
Finance,52158.28448893728,10,3.7969933260648543,31.383422407038843,0
HR,67687.13205194783,5,4.561961146514987,45.660139195265444,0
Finance,93983.99363448838,15,1.2168007945136678,75.04149732036899,0
Sales,108950.53489281186,23,1.9682257305964654,18.49974288577765,0
HR,63599.21525484435,17,2.642937619518083,48.03639265159913,0
HR,111463.55417480983,4,2.95342071484373,62.83667926078071,0
Sales,111835.04243308914,23,4.9127333527502,56.07352138924183,0
Finance,62265.036844473296,1,2.2354858097758235,30.222159330188134,1
Sales,79502.32402738679,11,4.245432831123181,73.83145792205121,0
HR,37793.033440049,20,3.9069825882351426,9.476754774258307,0
Sales,72623.74793760158,16,3.847665369659812,76.03497617478263,0
Sales,37513.47313412689,17,2.459608768289132,61.98061011257466,0
Sales,65876.16244158604,18,2.6447521226923114,68.31735620452582,0
Sales,115649.12409454,21,2.9517005791551685,56.997506311033675,0
Sales,64585.284263165624,19,4.625361315797154,40.7760182630161,0
Sales,81316.33377538343,16,3.936538569320455,34.58968285641579,0
Finance,87246.3496518275,19,2.786723399635317,13.08995813878342,0
Sales,115039.06510489211,8,1.8964773966057606,58.88531578433623,0
Finance,36375.49562097169,9,1.2905689632510917,62.54165415457818,0
Sales,117070.97910555157,13,2.621915453869146,61.44049870821348,0
HR,112566.47678500818,6,4.912760957859538,45.515591920836094,0
HR,81085.8102331826,18,2.9865460689496763,37.15280982970214,0
Finance,103423.26838262804,18,3.4627899586707547,60.4854752694432,0
HR,76200.33910808587,15,3.6050680713739593,47.43732642960924,0
Finance,100859.39805296391,3,2.289645654318719,64.05365811593259,0
IT,35866.22283446114,8,3.5025476477893234,61.355996263780085,0
IT,52198.960095239745,7,3.950095318304071,54.312729814407604,0
HR,115253.44526762534,12,2.5536943750269474,54.223089081591915,0
Sales,77084.25848853508,0,2.2335773321383496,58.77402730941719,1
IT,83369.36927848951,13,1.6050011245674485,68.61698255293423,0
Finance,69844.37249517922,0,3.121638200152818,14.912628003561217,0
HR,83555.62016086304,15,2.444724409136369,50.4204345996834,0
IT,60722.4312271253,22,3.397390648615952,75.92997085124657,0
Sales,71934.6257270923,2,2.597684473439407,21.305154722490176,0
HR,64587.93819255702,2,4.33769711881492,54.35080052645763,0
Finance,97776.88598868925,11,4.756214965215916,63.90183185507578,0
